18/08/2020	11:00
######	######	######	######
Input parameter	Value		
Start phase (Rad)	0.0000000000
Phase step (Rad)	1.0000000000
End phase (Rad)	50000.0000000000
Pulse 1 start time after trigger (ms)	0.1200000000
Pulse 2 start time after trigger (ms)	0.7200000000
Loop averages	1.0000000000
Sweep rate (Hz/s)	0.0000000000
k_eff  (m^-1)	0.0000000000
Pi pulse (us)	4.5000000000
Pulse separation  (ms)	3.0000000000
######	######	######	######	######
Laser phase (deg)	Average1	Standard Deviation	Average Population	Best fit
12571.304	0.353	NaN	0.353	0.330
12578.306	0.289	NaN	0.289	0.327
12581.619	0.362	NaN	0.362	0.337
12570.313	0.377	NaN	0.377	0.335
12578.360	0.303	NaN	0.303	0.327
12580.560	0.379	NaN	0.379	0.333
12583.460	0.290	NaN	0.290	0.332
12591.078	0.373	NaN	0.373	0.326
12579.405	0.314	NaN	0.314	0.327
12578.631	0.291	NaN	0.291	0.326
12578.203	0.289	NaN	0.289	0.327
12584.915	0.365	NaN	0.365	0.326
12573.126	0.288	NaN	0.288	0.327
12585.293	0.364	NaN	0.364	0.326
12591.993	0.357	NaN	0.357	0.327
12575.921	0.372	NaN	0.372	0.337
12572.365	0.315	NaN	0.315	0.326
12575.432	0.371	NaN	0.371	0.337
12590.881	0.373	NaN	0.373	0.327
12583.127	0.290	NaN	0.290	0.333
12586.490	0.364	NaN	0.364	0.331
12577.884	0.290	NaN	0.290	0.328
12581.486	0.351	NaN	0.351	0.337
12573.442	0.291	NaN	0.291	0.328
12585.646	0.364	NaN	0.364	0.327
12580.921	0.370	NaN	0.370	0.335
12578.765	0.307	NaN	0.307	0.326
12578.838	0.303	NaN	0.303	0.326
12581.242	0.365	NaN	0.365	0.336
12584.973	0.356	NaN	0.356	0.326
12581.445	0.359	NaN	0.359	0.336
12573.269	0.289	NaN	0.289	0.328
12582.811	0.292	NaN	0.292	0.335
12586.819	0.356	NaN	0.356	0.333
12591.432	0.293	NaN	0.293	0.326
12588.609	0.290	NaN	0.290	0.337
12572.124	0.300	NaN	0.300	0.326
12581.691	0.341	NaN	0.341	0.337
12579.438	0.335	NaN	0.335	0.327
12589.253	0.317	NaN	0.317	0.334
12573.734	0.303	NaN	0.303	0.330
12575.457	0.373	NaN	0.373	0.337
12573.863	0.305	NaN	0.305	0.330
12578.335	0.294	NaN	0.294	0.327
12575.759	0.374	NaN	0.374	0.337
12580.552	0.373	NaN	0.373	0.333
12572.603	0.291	NaN	0.291	0.326
12587.091	0.322	NaN	0.322	0.334
12573.613	0.300	NaN	0.300	0.329
12581.658	0.331	NaN	0.331	0.337
12582.248	0.305	NaN	0.305	0.337
12579.894	0.353	NaN	0.353	0.329
12575.363	0.372	NaN	0.372	0.337
12578.306	0.287	NaN	0.287	0.327
12585.279	0.365	NaN	0.365	0.326
12575.053	0.365	NaN	0.365	0.336
12577.627	0.293	NaN	0.293	0.329
12577.564	0.303	NaN	0.303	0.330
12576.966	0.334	NaN	0.334	0.333
12586.158	0.370	NaN	0.370	0.329
12579.487	0.343	NaN	0.343	0.327
12573.814	0.307	NaN	0.307	0.330
12582.652	0.306	NaN	0.306	0.336
12580.754	0.378	NaN	0.378	0.334
12579.636	0.351	NaN	0.351	0.328
12587.374	0.312	NaN	0.312	0.335
12585.218	0.370	NaN	0.370	0.326
12585.505	0.373	NaN	0.373	0.327
12579.044	0.316	NaN	0.316	0.326
12582.790	0.300	NaN	0.300	0.335
12584.471	0.322	NaN	0.322	0.327
12576.654	0.326	NaN	0.326	0.334
12583.025	0.291	NaN	0.291	0.334
12577.724	0.298	NaN	0.298	0.329
12580.697	0.376	NaN	0.376	0.333
12575.073	0.356	NaN	0.356	0.336
12581.879	0.317	NaN	0.317	0.337
12571.698	0.346	NaN	0.346	0.328
12581.846	0.329	NaN	0.329	0.337
12576.354	0.362	NaN	0.362	0.336
12568.514	0.311	NaN	0.311	0.335
12578.599	0.294	NaN	0.294	0.326
12576.234	0.374	NaN	0.374	0.336
12558.588	0.299	NaN	0.299	0.330
12588.395	0.288	NaN	0.288	0.337
12603.942	0.300	NaN	0.300	0.326
12577.688	0.300	NaN	0.300	0.329
12584.201	0.309	NaN	0.309	0.328
12576.437	0.359	NaN	0.359	0.335
12582.205	0.325	NaN	0.325	0.337
12583.491	0.296	NaN	0.296	0.332
12580.134	0.344	NaN	0.344	0.330
12584.433	0.316	NaN	0.316	0.327
12587.546	0.304	NaN	0.304	0.336
12580.307	0.380	NaN	0.380	0.331
12573.125	0.290	NaN	0.290	0.327
12577.613	0.309	NaN	0.309	0.329
12574.817	0.361	NaN	0.361	0.335
12578.066	0.288	NaN	0.288	0.327
12575.903	0.378	NaN	0.378	0.337
12582.443	0.307	NaN	0.307	0.336
12585.037	0.366	NaN	0.366	0.326
12570.719	0.378	NaN	0.378	0.333
12580.328	0.364	NaN	0.364	0.331
12577.361	0.309	NaN	0.309	0.331
12579.240	0.317	NaN	0.317	0.327
12585.003	0.366	NaN	0.366	0.326
12581.901	0.328	NaN	0.328	0.337
12580.179	0.372	NaN	0.372	0.331
12577.199	0.328	NaN	0.328	0.332
12586.473	0.353	NaN	0.353	0.331
12576.861	0.335	NaN	0.335	0.333
12583.496	0.300	NaN	0.300	0.332
12580.064	0.363	NaN	0.363	0.330
12578.841	0.296	NaN	0.296	0.326
12578.899	0.305	NaN	0.305	0.326
12586.626	0.337	NaN	0.337	0.332
12586.098	0.368	NaN	0.368	0.329
12582.003	0.336	NaN	0.336	0.337
12586.185	0.375	NaN	0.375	0.329
12574.178	0.317	NaN	0.317	0.332
12593.784	0.299	NaN	0.299	0.336
12569.554	0.348	NaN	0.348	0.337
12579.196	0.332	NaN	0.332	0.327
12566.365	0.349	NaN	0.349	0.326
12587.442	0.297	NaN	0.297	0.336
12586.527	0.347	NaN	0.347	0.331
12583.747	0.293	NaN	0.293	0.330
12583.773	0.299	NaN	0.299	0.330
12580.563	0.375	NaN	0.375	0.333
12564.594	0.338	NaN	0.338	0.332
12573.764	0.307	NaN	0.307	0.330
12578.047	0.295	NaN	0.295	0.327
12584.754	0.344	NaN	0.344	0.326
12569.871	0.364	NaN	0.364	0.336
12577.344	0.321	NaN	0.321	0.331
12585.261	0.367	NaN	0.367	0.326
12577.105	0.324	NaN	0.324	0.332
12584.768	0.328	NaN	0.328	0.326
12580.981	0.379	NaN	0.379	0.335
12582.160	0.332	NaN	0.332	0.337
12576.254	0.356	NaN	0.356	0.336
12584.367	0.326	NaN	0.326	0.327
12587.993	0.305	NaN	0.305	0.337
12581.989	0.338	NaN	0.338	0.337
12569.854	0.365	NaN	0.365	0.336
12582.281	0.311	NaN	0.311	0.337
12580.842	0.376	NaN	0.376	0.334
12576.995	0.320	NaN	0.320	0.333
12587.985	0.292	NaN	0.292	0.337
12578.270	0.290	NaN	0.290	0.327
12586.547	0.376	NaN	0.376	0.331
12581.212	0.366	NaN	0.366	0.336
12576.316	0.345	NaN	0.345	0.336
12592.651	0.303	NaN	0.303	0.330
12579.073	0.315	NaN	0.315	0.326
12584.900	0.364	NaN	0.364	0.326
12580.267	0.375	NaN	0.375	0.331
12576.486	0.351	NaN	0.351	0.335
12580.148	0.374	NaN	0.374	0.331
12587.141	0.340	NaN	0.340	0.334
12592.909	0.303	NaN	0.303	0.332
12573.509	0.312	NaN	0.312	0.329
12584.723	0.342	NaN	0.342	0.326
12583.441	0.294	NaN	0.294	0.332
12581.823	0.337	NaN	0.337	0.337
12584.224	0.301	NaN	0.301	0.328
12586.365	0.365	NaN	0.365	0.330
12579.130	0.316	NaN	0.316	0.326
12580.517	0.380	NaN	0.380	0.333
12581.303	0.364	NaN	0.364	0.336
12575.978	0.375	NaN	0.375	0.337
12584.307	0.304	NaN	0.304	0.328
12581.186	0.374	NaN	0.374	0.336
12587.778	0.296	NaN	0.296	0.337
12579.552	0.353	NaN	0.353	0.328
12574.079	0.307	NaN	0.307	0.332
12575.324	0.379	NaN	0.379	0.337
12576.237	0.353	NaN	0.353	0.336
12578.676	0.294	NaN	0.294	0.326
12575.921	0.375	NaN	0.375	0.337
12576.248	0.366	NaN	0.366	0.336
12580.799	0.376	NaN	0.376	0.334
12582.893	0.293	NaN	0.293	0.335
12580.328	0.375	NaN	0.375	0.331
12584.976	0.369	NaN	0.369	0.326
12572.696	0.292	NaN	0.292	0.326
12581.424	0.350	NaN	0.350	0.336
12575.410	0.372	NaN	0.372	0.337
12588.130	0.291	NaN	0.291	0.337
12582.242	0.323	NaN	0.323	0.337
12578.726	0.294	NaN	0.294	0.326
12582.287	0.301	NaN	0.301	0.337
12584.963	0.353	NaN	0.353	0.326
12578.066	0.287	NaN	0.287	0.327
12573.204	0.291	NaN	0.291	0.327
12572.503	0.299	NaN	0.299	0.326
12584.826	0.347	NaN	0.347	0.326
12580.335	0.365	NaN	0.365	0.332
12578.125	0.289	NaN	0.289	0.327
12581.811	0.338	NaN	0.338	0.337
12584.076	0.311	NaN	0.311	0.329
12578.596	0.300	NaN	0.300	0.326
12579.825	0.347	NaN	0.347	0.329
12582.482	0.304	NaN	0.304	0.336
12573.125	0.290	NaN	0.290	0.327
12577.169	0.326	NaN	0.326	0.332
12586.385	0.375	NaN	0.375	0.330
12576.557	0.350	NaN	0.350	0.335
12578.689	0.295	NaN	0.295	0.326
12583.615	0.290	NaN	0.290	0.331
12575.997	0.376	NaN	0.376	0.337
12579.109	0.323	NaN	0.323	0.326
12579.109	0.333	NaN	0.333	0.326
12576.130	0.373	NaN	0.373	0.336
12582.080	0.320	NaN	0.320	0.337
12581.629	0.348	NaN	0.348	0.337
12587.075	0.327	NaN	0.327	0.334
12575.762	0.377	NaN	0.377	0.337
12578.414	0.289	NaN	0.289	0.326
12579.178	0.310	NaN	0.310	0.327
12583.395	0.289	NaN	0.289	0.332
12571.454	0.351	NaN	0.351	0.329
12578.792	0.314	NaN	0.314	0.326
12579.216	0.319	NaN	0.319	0.327
12578.026	0.291	NaN	0.291	0.328
12583.439	0.292	NaN	0.292	0.332
12582.776	0.296	NaN	0.296	0.335
12583.511	0.294	NaN	0.294	0.331
12570.846	0.377	NaN	0.377	0.332
12573.101	0.291	NaN	0.291	0.327
12589.048	0.303	NaN	0.303	0.335
12580.670	0.379	NaN	0.379	0.333
12576.564	0.360	NaN	0.360	0.335
12586.954	0.337	NaN	0.337	0.333
12578.992	0.301	NaN	0.301	0.326
12579.027	0.308	NaN	0.308	0.326
12578.661	0.290	NaN	0.290	0.326
12578.943	0.319	NaN	0.319	0.326
12576.108	0.373	NaN	0.373	0.336
12577.721	0.294	NaN	0.294	0.329
12580.655	0.370	NaN	0.370	0.333
12580.263	0.363	NaN	0.363	0.331
12580.847	0.377	NaN	0.377	0.334
12585.179	0.368	NaN	0.368	0.326
12587.027	0.336	NaN	0.336	0.334
12578.159	0.285	NaN	0.285	0.327
12585.715	0.376	NaN	0.376	0.327
12579.146	0.327	NaN	0.327	0.326
12580.177	0.355	NaN	0.355	0.331
12579.349	0.336	NaN	0.336	0.327
12579.558	0.344	NaN	0.344	0.328
12581.230	0.376	NaN	0.376	0.336
12579.217	0.347	NaN	0.347	0.327
12585.829	0.381	NaN	0.381	0.328
12580.607	0.381	NaN	0.381	0.333
12582.269	0.327	NaN	0.327	0.337
12578.312	0.287	NaN	0.287	0.327
12575.671	0.379	NaN	0.379	0.337
12581.023	0.370	NaN	0.370	0.335
12579.956	0.366	NaN	0.366	0.329
12584.138	0.302	NaN	0.302	0.328
12572.972	0.289	NaN	0.289	0.327
12573.725	0.290	NaN	0.290	0.330
12570.761	0.371	NaN	0.371	0.332
12584.659	0.344	NaN	0.344	0.327
12591.810	0.346	NaN	0.346	0.327
12575.110	0.350	NaN	0.350	0.336
12575.622	0.378	NaN	0.378	0.337
12578.527	0.293	NaN	0.293	0.326
12579.259	0.313	NaN	0.313	0.327
12579.878	0.355	NaN	0.355	0.329
12579.410	0.314	NaN	0.314	0.327
12578.293	0.290	NaN	0.290	0.327
12575.701	0.373	NaN	0.373	0.337
12587.041	0.328	NaN	0.328	0.334
12591.619	0.367	NaN	0.367	0.326
12577.221	0.312	NaN	0.312	0.331
12580.587	0.377	NaN	0.377	0.333
12578.378	0.291	NaN	0.291	0.327
12577.363	0.308	NaN	0.308	0.331
12573.010	0.297	NaN	0.297	0.327
12577.137	0.343	NaN	0.343	0.332
12581.139	0.367	NaN	0.367	0.335
12589.059	0.310	NaN	0.310	0.335
12584.784	0.342	NaN	0.342	0.326
12578.257	0.287	NaN	0.287	0.327
12577.782	0.299	NaN	0.299	0.329
12580.474	0.378	NaN	0.378	0.332
12588.701	0.293	NaN	0.293	0.336
12577.296	0.315	NaN	0.315	0.331
12580.661	0.374	NaN	0.374	0.333
12582.636	0.305	NaN	0.305	0.336
12575.396	0.379	NaN	0.379	0.337
12580.149	0.371	NaN	0.371	0.331
12575.215	0.375	NaN	0.375	0.337
12583.438	0.291	NaN	0.291	0.332
12578.373	0.292	NaN	0.292	0.327
12588.905	0.300	NaN	0.300	0.336
12575.520	0.377	NaN	0.377	0.337
12573.791	0.306	NaN	0.306	0.330
12581.993	0.341	NaN	0.341	0.337
12574.141	0.324	NaN	0.324	0.332
12578.269	0.293	NaN	0.293	0.327
12586.470	0.356	NaN	0.356	0.331
12581.752	0.333	NaN	0.333	0.337
12571.849	0.333	NaN	0.333	0.327
12579.090	0.318	NaN	0.318	0.326
12581.796	0.348	NaN	0.348	0.337
12585.044	0.362	NaN	0.362	0.326
12583.120	0.291	NaN	0.291	0.334
12579.755	0.345	NaN	0.345	0.329
12585.923	0.374	NaN	0.374	0.328
12577.929	0.295	NaN	0.295	0.328
12584.543	0.328	NaN	0.328	0.327
12580.778	0.374	NaN	0.374	0.334
12579.054	0.318	NaN	0.318	0.326
12575.787	0.379	NaN	0.379	0.337
12581.630	0.344	NaN	0.344	0.337
12580.021	0.366	NaN	0.366	0.330
12585.948	0.364	NaN	0.364	0.328
12577.299	0.300	NaN	0.300	0.331
12571.958	0.322	NaN	0.322	0.327
12585.410	0.374	NaN	0.374	0.326
12582.620	0.308	NaN	0.308	0.336
12584.310	0.332	NaN	0.332	0.328
12569.831	0.370	NaN	0.370	0.336
12580.054	0.369	NaN	0.369	0.330
12585.315	0.373	NaN	0.373	0.326
12579.170	0.333	NaN	0.333	0.327
12580.222	0.368	NaN	0.368	0.331
12575.356	0.365	NaN	0.365	0.337
12576.858	0.337	NaN	0.337	0.333
12578.126	0.289	NaN	0.289	0.327
12573.441	0.291	NaN	0.291	0.328
12584.074	0.307	NaN	0.307	0.329
12573.106	0.296	NaN	0.296	0.327
12588.143	0.287	NaN	0.287	0.337
12583.417	0.286	NaN	0.286	0.332
12583.775	0.303	NaN	0.303	0.330
12578.476	0.297	NaN	0.297	0.326
12578.630	0.304	NaN	0.304	0.326
12580.681	0.380	NaN	0.380	0.333
12581.735	0.346	NaN	0.346	0.337
12569.282	0.328	NaN	0.328	0.337
12582.443	0.292	NaN	0.292	0.336
12579.282	0.320	NaN	0.320	0.327
12590.272	0.348	NaN	0.348	0.329
12571.451	0.354	NaN	0.354	0.329
12574.901	0.349	NaN	0.349	0.336
12568.549	0.318	NaN	0.318	0.335
12574.998	0.367	NaN	0.367	0.336
12579.473	0.346	NaN	0.346	0.327
12577.296	0.314	NaN	0.314	0.331
12589.697	0.343	NaN	0.343	0.332
12587.208	0.324	NaN	0.324	0.335
12580.855	0.380	NaN	0.380	0.334
12581.809	0.335	NaN	0.335	0.337
12575.486	0.374	NaN	0.374	0.337
12586.725	0.364	NaN	0.364	0.332
12575.620	0.377	NaN	0.377	0.337
12577.393	0.303	NaN	0.303	0.331
12578.625	0.303	NaN	0.303	0.326
12575.685	0.372	NaN	0.372	0.337
12584.130	0.314	NaN	0.314	0.328
12585.878	0.376	NaN	0.376	0.328
12583.486	0.293	NaN	0.293	0.332
12590.643	0.371	NaN	0.371	0.327
12575.553	0.370	NaN	0.370	0.337
12583.854	0.317	NaN	0.317	0.330
12581.644	0.343	NaN	0.343	0.337
12578.284	0.285	NaN	0.285	0.327
12579.190	0.334	NaN	0.334	0.327
12576.714	0.330	NaN	0.330	0.334
12577.456	0.296	NaN	0.296	0.330
12582.392	0.291	NaN	0.291	0.336
12582.353	0.304	NaN	0.304	0.337
12581.435	0.356	NaN	0.356	0.336
12581.622	0.350	NaN	0.350	0.337
12581.335	0.357	NaN	0.357	0.336
12584.199	0.310	NaN	0.310	0.328
12580.178	0.374	NaN	0.374	0.331
12576.760	0.321	NaN	0.321	0.334
12580.671	0.379	NaN	0.379	0.333
12567.466	0.299	NaN	0.299	0.330
12581.213	0.361	NaN	0.361	0.336
12575.077	0.380	NaN	0.380	0.336
12582.945	0.288	NaN	0.288	0.334
12584.719	0.348	NaN	0.348	0.326
12571.992	0.310	NaN	0.310	0.327
12582.352	0.294	NaN	0.294	0.337
12578.746	0.295	NaN	0.295	0.326
12579.640	0.334	NaN	0.334	0.328
12576.208	0.358	NaN	0.358	0.336
12582.469	0.303	NaN	0.303	0.336
12578.969	0.319	NaN	0.319	0.326
12578.398	0.292	NaN	0.292	0.326
12574.359	0.351	NaN	0.351	0.333
12576.875	0.329	NaN	0.329	0.333
12583.418	0.291	NaN	0.291	0.332
12580.204	0.375	NaN	0.375	0.331
12585.855	0.368	NaN	0.368	0.328
12581.033	0.367	NaN	0.367	0.335
12581.930	0.319	NaN	0.319	0.337
12584.172	0.306	NaN	0.306	0.328
12580.350	0.365	NaN	0.365	0.332
12581.949	0.320	NaN	0.320	0.337
12581.152	0.371	NaN	0.371	0.336
12581.026	0.369	NaN	0.369	0.335
12578.165	0.289	NaN	0.289	0.327
12581.876	0.331	NaN	0.331	0.337
12586.933	0.344	NaN	0.344	0.333
12575.903	0.375	NaN	0.375	0.337
12573.325	0.290	NaN	0.290	0.328
12585.217	0.367	NaN	0.367	0.326
12576.596	0.353	NaN	0.353	0.335
12581.155	0.370	NaN	0.370	0.336
12584.393	0.340	NaN	0.340	0.327
12578.465	0.289	NaN	0.289	0.326
12576.955	0.313	NaN	0.313	0.333
12580.893	0.369	NaN	0.369	0.334
12583.256	0.287	NaN	0.287	0.333
12586.884	0.353	NaN	0.353	0.333
12585.631	0.375	NaN	0.375	0.327
12582.888	0.290	NaN	0.290	0.335
12577.955	0.297	NaN	0.297	0.328
12578.821	0.298	NaN	0.298	0.326
12584.766	0.368	NaN	0.368	0.326
12572.491	0.295	NaN	0.295	0.326
12588.218	0.301	NaN	0.301	0.337
12579.841	0.346	NaN	0.346	0.329
12587.193	0.322	NaN	0.322	0.335
12584.028	0.325	NaN	0.325	0.329
12584.486	0.331	NaN	0.331	0.327
12581.727	0.347	NaN	0.347	0.337
12574.720	0.357	NaN	0.357	0.335
12586.132	0.360	NaN	0.360	0.329
12587.094	0.315	NaN	0.315	0.334
12582.942	0.296	NaN	0.296	0.334
12577.764	0.295	NaN	0.295	0.329
12580.834	0.375	NaN	0.375	0.334
12587.586	0.302	NaN	0.302	0.336
12584.683	0.358	NaN	0.358	0.326
12578.842	0.295	NaN	0.295	0.326
12575.721	0.377	NaN	0.377	0.337
12582.943	0.291	NaN	0.291	0.334
12584.839	0.356	NaN	0.356	0.326
12590.291	0.374	NaN	0.374	0.329
12578.264	0.291	NaN	0.291	0.327
12574.858	0.345	NaN	0.345	0.335
12583.368	0.292	NaN	0.292	0.332
12595.186	0.370	NaN	0.370	0.336
12577.026	0.338	NaN	0.338	0.333
12573.115	0.292	NaN	0.292	0.327
12574.995	0.372	NaN	0.372	0.336
12580.234	0.381	NaN	0.381	0.331
12578.878	0.326	NaN	0.326	0.326
12578.067	0.288	NaN	0.288	0.327
12580.785	0.382	NaN	0.382	0.334
12578.092	0.297	NaN	0.297	0.327
12593.469	0.292	NaN	0.292	0.334
12582.464	0.294	NaN	0.294	0.336
12584.233	0.318	NaN	0.318	0.328
12581.553	0.348	NaN	0.348	0.337
12570.786	0.370	NaN	0.370	0.332
12575.887	0.368	NaN	0.368	0.337
12577.815	0.292	NaN	0.292	0.328
12573.639	0.297	NaN	0.297	0.329
12578.029	0.292	NaN	0.292	0.328
12578.549	0.299	NaN	0.299	0.326
12578.706	0.307	NaN	0.307	0.326
12584.179	0.321	NaN	0.321	0.328
12583.340	0.290	NaN	0.290	0.332
12574.121	0.339	NaN	0.339	0.332
12585.559	0.375	NaN	0.375	0.327
12573.796	0.297	NaN	0.297	0.330
12581.721	0.332	NaN	0.332	0.337
12576.894	0.328	NaN	0.328	0.333
12578.842	0.309	NaN	0.309	0.326
12588.030	0.292	NaN	0.292	0.337
12576.607	0.337	NaN	0.337	0.335
12575.840	0.376	NaN	0.376	0.337
12582.632	0.294	NaN	0.294	0.336
12568.877	0.320	NaN	0.320	0.336
12580.924	0.377	NaN	0.377	0.335
12584.321	0.324	NaN	0.324	0.328
12575.743	0.373	NaN	0.373	0.337
12577.403	0.304	NaN	0.304	0.330
12573.649	0.300	NaN	0.300	0.329
12579.489	0.321	NaN	0.321	0.327
12584.598	0.351	NaN	0.351	0.327
12579.044	0.324	NaN	0.324	0.326
12586.262	0.373	NaN	0.373	0.330
12583.785	0.299	NaN	0.299	0.330
12590.014	0.362	NaN	0.362	0.330
12581.700	0.350	NaN	0.350	0.337
12583.424	0.291	NaN	0.291	0.332
12580.713	0.377	NaN	0.377	0.334
12583.762	0.302	NaN	0.302	0.330
12586.979	0.345	NaN	0.345	0.333
12583.349	0.294	NaN	0.294	0.332
12584.949	0.345	NaN	0.345	0.326
12577.956	0.298	NaN	0.298	0.328
12578.666	0.309	NaN	0.309	0.326
12574.523	0.346	NaN	0.346	0.334
12583.757	0.289	NaN	0.289	0.330
12580.449	0.369	NaN	0.369	0.332
12583.066	0.289	NaN	0.289	0.334
12576.934	0.322	NaN	0.322	0.333
12578.569	0.294	NaN	0.294	0.326
12588.344	0.290	NaN	0.290	0.337
12582.481	0.307	NaN	0.307	0.336
12591.474	0.356	NaN	0.356	0.326
12578.209	0.291	NaN	0.291	0.327
12572.415	0.312	NaN	0.312	0.326
12583.082	0.296	NaN	0.296	0.334
12585.176	0.370	NaN	0.370	0.326
12584.186	0.324	NaN	0.324	0.328
12586.444	0.369	NaN	0.369	0.331
12575.505	0.381	NaN	0.381	0.337
12579.290	0.329	NaN	0.329	0.327
12578.989	0.315	NaN	0.315	0.326
12582.980	0.294	NaN	0.294	0.334
12587.553	0.301	NaN	0.301	0.336
12587.853	0.298	NaN	0.298	0.337
12578.643	0.303	NaN	0.303	0.326
12585.704	0.375	NaN	0.375	0.327
12581.382	0.363	NaN	0.363	0.336
12582.418	0.298	NaN	0.298	0.336
12583.228	0.289	NaN	0.289	0.333
12577.626	0.302	NaN	0.302	0.329
12572.682	0.293	NaN	0.293	0.326
12580.847	0.381	NaN	0.381	0.334
12582.424	0.307	NaN	0.307	0.336
12580.147	0.361	NaN	0.361	0.331
12584.440	0.312	NaN	0.312	0.327
12580.420	0.357	NaN	0.357	0.332
12578.602	0.294	NaN	0.294	0.326
12585.973	0.373	NaN	0.373	0.328
12592.618	0.297	NaN	0.297	0.330
12581.849	0.323	NaN	0.323	0.337
12576.788	0.334	NaN	0.334	0.334
12576.307	0.361	NaN	0.361	0.336
12579.339	0.320	NaN	0.320	0.327
12575.948	0.371	NaN	0.371	0.337
12581.018	0.369	NaN	0.369	0.335
12582.333	0.307	NaN	0.307	0.337
12578.579	0.297	NaN	0.297	0.326
12577.458	0.291	NaN	0.291	0.330
12607.173	0.356	NaN	0.356	0.337
12601.449	0.375	NaN	0.375	0.336
12565.979	0.329	NaN	0.329	0.326
12566.190	0.346	NaN	0.346	0.326
12583.117	0.291	NaN	0.291	0.334
12581.127	0.373	NaN	0.373	0.335
12574.700	0.355	NaN	0.355	0.335
12577.946	0.296	NaN	0.296	0.328
12592.309	0.311	NaN	0.311	0.328
12576.633	0.326	NaN	0.326	0.335
12589.287	0.345	NaN	0.345	0.334
12579.673	0.369	NaN	0.369	0.328
12558.590	0.308	NaN	0.308	0.330
12578.258	0.290	NaN	0.290	0.327
12575.227	0.378	NaN	0.378	0.337
12581.079	0.372	NaN	0.372	0.335
12578.323	0.290	NaN	0.290	0.327
12582.856	0.300	NaN	0.300	0.335
12582.526	0.301	NaN	0.301	0.336
12586.282	0.360	NaN	0.360	0.330
12586.312	0.369	NaN	0.369	0.330
12587.818	0.301	NaN	0.301	0.337
12583.147	0.288	NaN	0.288	0.333
12578.921	0.299	NaN	0.299	0.326
12577.456	0.290	NaN	0.290	0.330
12568.226	0.288	NaN	0.288	0.334
12575.481	0.380	NaN	0.380	0.337
12581.154	0.368	NaN	0.368	0.336
12584.852	0.353	NaN	0.353	0.326
12578.498	0.296	NaN	0.296	0.326
12582.225	0.326	NaN	0.326	0.337
12576.984	0.310	NaN	0.310	0.333
12581.542	0.339	NaN	0.339	0.337
12577.517	0.302	NaN	0.302	0.330
12580.311	0.365	NaN	0.365	0.331
12572.163	0.307	NaN	0.307	0.326
12572.920	0.287	NaN	0.287	0.327
12583.155	0.290	NaN	0.290	0.333
12573.539	0.321	NaN	0.321	0.329
12574.702	0.344	NaN	0.344	0.335
12599.395	0.314	NaN	0.314	0.333
12577.827	0.289	NaN	0.289	0.328
12579.553	0.331	NaN	0.331	0.328
12578.135	0.287	NaN	0.287	0.327
12576.708	0.326	NaN	0.326	0.334
12582.466	0.300	NaN	0.300	0.336
12588.998	0.298	NaN	0.298	0.335
12576.722	0.330	NaN	0.330	0.334
12575.618	0.376	NaN	0.376	0.337
12575.952	0.372	NaN	0.372	0.337
12585.060	0.352	NaN	0.352	0.326
12578.487	0.294	NaN	0.294	0.326
12576.519	0.345	NaN	0.345	0.335
12575.037	0.359	NaN	0.359	0.336
12582.033	0.319	NaN	0.319	0.337
12575.615	0.371	NaN	0.371	0.337
12576.910	0.331	NaN	0.331	0.333
12575.802	0.376	NaN	0.376	0.337
12578.393	0.295	NaN	0.295	0.326
12576.437	0.364	NaN	0.364	0.335
12585.656	0.379	NaN	0.379	0.327
12582.681	0.296	NaN	0.296	0.336
12579.052	0.310	NaN	0.310	0.326
12580.401	0.372	NaN	0.372	0.332
12578.033	0.287	NaN	0.287	0.328
12589.707	0.369	NaN	0.369	0.332
12581.389	0.366	NaN	0.366	0.336
12580.029	0.364	NaN	0.364	0.330
12583.002	0.294	NaN	0.294	0.334
12580.723	0.376	NaN	0.376	0.334
12591.838	0.339	NaN	0.339	0.327
12589.324	0.319	NaN	0.319	0.334
12578.274	0.288	NaN	0.288	0.327
12585.299	0.362	NaN	0.362	0.326
12584.763	0.352	NaN	0.352	0.326
12579.374	0.346	NaN	0.346	0.327
12571.914	0.326	NaN	0.326	0.327
12579.339	0.319	NaN	0.319	0.327
12578.743	0.305	NaN	0.305	0.326
12579.649	0.358	NaN	0.358	0.328
12579.210	0.328	NaN	0.328	0.327
12575.596	0.380	NaN	0.380	0.337
12589.680	0.336	NaN	0.336	0.332
12581.678	0.360	NaN	0.360	0.337
12574.345	0.333	NaN	0.333	0.333
12580.724	0.386	NaN	0.386	0.334
12584.945	0.336	NaN	0.336	0.326
12576.853	0.328	NaN	0.328	0.333
12572.011	0.319	NaN	0.319	0.327
12586.046	0.367	NaN	0.367	0.329
12578.696	0.309	NaN	0.309	0.326
12574.056	0.333	NaN	0.333	0.332
12577.566	0.309	NaN	0.309	0.330
12576.340	0.367	NaN	0.367	0.336
12585.155	0.360	NaN	0.360	0.326
12579.715	0.321	NaN	0.321	0.328
12580.955	0.370	NaN	0.370	0.335
12579.631	0.350	NaN	0.350	0.328
12580.046	0.352	NaN	0.352	0.330
12585.778	0.381	NaN	0.381	0.327
12579.583	0.348	NaN	0.348	0.328
12581.303	0.364	NaN	0.364	0.336
12576.586	0.349	NaN	0.349	0.335
12568.877	0.307	NaN	0.307	0.336
12581.093	0.378	NaN	0.378	0.335
